,Title,Artist,Genre,Url,Happy,Sad,Energized,Relaxed,Nostalgic,Romantic,Angry,Focused,Inspired,Melancholic,Peaceful,Anxious,Confident,Dreamy,Lonely
1182,Uptown Funk (Feat. Bruno Mars),Mark Ronson,Pop,https://www.youtube.com/watch?v=7Ya2U8XN_Zw&pp=ygUwVXB0b3duIEZ1bmsgKEZlYXQuIEJydW5vIE1hcnMpIE1hcmsgUm9uc29uIGF1ZGlv,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1183,Watermelon Sugar,Harry Styles,Pop,https://www.youtube.com/watch?v=7-x3uD5z1bQ&pp=ygUjV2F0ZXJtZWxvbiBTdWdhciBIYXJyeSBTdHlsZXMgYXVkaW8%3D,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
1184,Bonfire,Peder Elias,Pop,https://www.youtube.com/watch?v=fBv5lud-q4Q&pp=ygUZQm9uZmlyZSBQZWRlciBFbGlhcyBhdWRpbw%3D%3D,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1185,Chandelier,Sia,Pop,https://www.youtube.com/watch?v=73aASJI35iY&pp=ygUUQ2hhbmRlbGllciBTaWEgYXVkaW8%3D,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1186,Angel Baby,Troye Sivan,Pop,https://www.youtube.com/watch?v=QS6dXmJJLzU&pp=ygUcQW5nZWwgQmFieSBUcm95ZSBTaXZhbiBhdWRpbw%3D%3D,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1
1187,Leave Before You Love Me,Jonas Brothers,Pop,https://www.youtube.com/watch?v=-vptQ2hGAD8&pp=ygUtTGVhdmUgQmVmb3JlIFlvdSBMb3ZlIE1lIEpvbmFzIEJyb3RoZXJzIGF1ZGlv,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
1188,High,5 Seconds of Summer,Pop,https://www.youtube.com/watch?v=Z4NUIpynH0s&pp=ygUeSGlnaCA1IFNlY29uZHMgb2YgU3VtbWVyIGF1ZGlv,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1189,Thunder,Imagine Dragons,Pop,https://www.youtube.com/watch?v=4AqjqOqNrjw&pp=ygUdVGh1bmRlciBJbWFnaW5lIERyYWdvbnMgYXVkaW8%3D,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0
1190,drunk text,Henry Moodie,Pop,https://www.youtube.com/watch?v=PSYnnVUwVEU&pp=ygUdZHJ1bmsgdGV4dCBIZW5yeSBNb29kaWUgYXVkaW8%3D,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1
1191,Sunday Morning,Maroon 5,Pop,https://www.youtube.com/watch?v=892Z6nvxwvs&pp=ygUdU3VuZGF5IE1vcm5pbmcgTWFyb29uIDUgYXVkaW8%3D,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1
1192,Underneath The Tree,Kelly Clarkson,Pop,https://www.youtube.com/watch?v=YfF10ow4YEo&pp=ygUoVW5kZXJuZWF0aCBUaGUgVHJlZSBLZWxseSBDbGFya3NvbiBhdWRpbw%3D%3D,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
1193,Make It To Christmas,Alessia Cara,Pop,https://www.youtube.com/watch?v=QLrmP9GBd3c&pp=ygUnTWFrZSBJdCBUbyBDaHJpc3RtYXMgQWxlc3NpYSBDYXJhIGF1ZGlv,,,,,,,,,,,,,,,
1194,Back In Love,Sam Ryder,Pop,https://www.youtube.com/watch?v=_E732t0TO6k&pp=ygUcQmFjayBJbiBMb3ZlIFNhbSBSeWRlciBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
1195,Let It Go,Idina Menzel,Pop,https://www.youtube.com/watch?v=FnpJBkAMk44&pp=ygUcTGV0IEl0IEdvIElkaW5hIE1lbnplbCBhdWRpbw%3D%3D,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1
1196,Made You Look,Meghan Trainor,Pop,https://www.youtube.com/watch?v=2HKitdFks0o&pp=ygUiTWFkZSBZb3UgTG9vayBNZWdoYW4gVHJhaW5vciBhdWRpbw%3D%3D,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1197,TOO MUCH,Central Cee,Pop,https://www.youtube.com/watch?v=ZZU8Np59cAI&pp=ygUaVE9PIE1VQ0ggQ2VudHJhbCBDZWUgYXVkaW8%3D,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1198,Text Me Merry Christmas (Feat. Kristen Bell),Straight No Chaser,Pop,https://www.youtube.com/watch?v=EmhfdQlOiy0&pp=ygVFVGV4dCBNZSBNZXJyeSBDaHJpc3RtYXMgKEZlYXQuIEtyaXN0ZW4gQmVsbCkgU3RyYWlnaHQgTm8gQ2hhc2VyIGF1ZGlv,,,,,,,,,,,,,,,
1199,Christmas Without You,Ava Max,Pop,https://www.youtube.com/watch?v=L1KEJzfsQEY&pp=ygUjQ2hyaXN0bWFzIFdpdGhvdXQgWW91IEF2YSBNYXggYXVkaW8%3D,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
1200,Santa's Coming For Us,Sia,Pop,https://www.youtube.com/watch?v=pyIe5xlGK38&pp=ygUfU2FudGEncyBDb21pbmcgRm9yIFVzIFNpYSBhdWRpbw%3D%3D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1201,"Santa, Can’t You Hear Me",Ariana Grande,Pop,https://www.youtube.com/watch?v=G7461Gf60ug&pp=ygUuU2FudGEsIENhbuKAmXQgWW91IEhlYXIgTWUgQXJpYW5hIEdyYW5kZSBhdWRpbw%3D%3D,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1202,Like It's Christmas,Jonas Brothers,Pop,https://www.youtube.com/watch?v=d_Bb8wRx_T4&pp=ygUoTGlrZSBJdCdzIENocmlzdG1hcyBKb25hcyBCcm90aGVycyBhdWRpbw%3D%3D,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1203,Mistletoe,Justin Bieber,Pop,https://www.youtube.com/watch?v=s5Zdu-uQtzE&pp=ygUdTWlzdGxldG9lIEp1c3RpbiBCaWViZXIgYXVkaW8%3D,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1204,"Oh Santa! (Feat. Ariana Grande, Jennifer Hudson)",Mariah Carey,Pop,https://www.youtube.com/watch?v=05IFUqrhDBI&pp=ygVDT2ggU2FudGEhIChGZWF0LiBBcmlhbmEgR3JhbmRlLCBKZW5uaWZlciBIdWRzb24pIE1hcmlhaCBDYXJleSBhdWRpbw%3D%3D,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0
1205,come out and play,Billie Eilish,Pop,https://www.youtube.com/watch?v=xXFdnHiGwos&pp=ygUlY29tZSBvdXQgYW5kIHBsYXkgQmlsbGllIEVpbGlzaCBhdWRpbw%3D%3D,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1
1206,Candy Cane Lane,Sia,Pop,https://www.youtube.com/watch?v=-SBSa4N1VGE&pp=ygUZQ2FuZHkgQ2FuZSBMYW5lIFNpYSBhdWRpbw%3D%3D,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1207,White Christmas,Kelly Clarkson,Pop,https://www.youtube.com/watch?v=wKtCM5SyGAg&pp=ygUkV2hpdGUgQ2hyaXN0bWFzIEtlbGx5IENsYXJrc29uIGF1ZGlv,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1
1208,HERE (For Christmas),Lukas Graham,Pop,https://www.youtube.com/watch?v=DGyMjoIfgIw&pp=ygUnSEVSRSAoRm9yIENocmlzdG1hcykgTHVrYXMgR3JhaGFtIGF1ZGlv,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1209,Think of Christmas,Anne-Marie,Pop,https://www.youtube.com/watch?v=n_OuJnQnwFE&pp=ygUjVGhpbmsgb2YgQ2hyaXN0bWFzIEFubmUtTWFyaWUgYXVkaW8%3D,,,,,,,,,,,,,,,
1210,Merry Christmas,Elton John,Pop,https://www.youtube.com/watch?v=H-j57M4JSQ4&pp=ygUgTWVycnkgQ2hyaXN0bWFzIEVsdG9uIEpvaG4gYXVkaW8%3D,,,,,,,,,,,,,,,
1211,Christmas Tree Farm,Taylor Swift,Pop,https://www.youtube.com/watch?v=Ozk8xq0Lp1g&pp=ygUmQ2hyaXN0bWFzIFRyZWUgRmFybSBUYXlsb3IgU3dpZnQgYXVkaW8%3D,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1212,My Only Wish (This Year),Britney Spears,Pop,https://www.youtube.com/watch?v=_MzumcY3lpk&pp=ygUtTXkgT25seSBXaXNoIChUaGlzIFllYXIpIEJyaXRuZXkgU3BlYXJzIGF1ZGlv,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
1213,Cozy Little Christmas,Katy Perry,Pop,https://www.youtube.com/watch?v=msUShf3B3Hk&pp=ygUmQ296eSBMaXR0bGUgQ2hyaXN0bWFzIEthdHkgUGVycnkgYXVkaW8%3D,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1214,Christmas Eve,Kelly Clarkson,Pop,https://www.youtube.com/watch?v=9NVU3B33_4Q&pp=ygUiQ2hyaXN0bWFzIEV2ZSBLZWxseSBDbGFya3NvbiBhdWRpbw%3D%3D,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0
1215,All I Want For Christmas Is You (SuperFestive!),Mariah Carey,Pop,https://www.youtube.com/watch?v=cXeROScOQaw&pp=ygVCQWxsIEkgV2FudCBGb3IgQ2hyaXN0bWFzIElzIFlvdSAoU3VwZXJGZXN0aXZlISkgTWFyaWFoIENhcmV5IGF1ZGlv,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1216,25th,Tori Kelly,Pop,https://www.youtube.com/watch?v=PpW_sYtwun0&pp=ygUVMjV0aCBUb3JpIEtlbGx5IGF1ZGlv,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0
1217,Warm on a Christmas Night,HONNE,Pop,https://www.youtube.com/watch?v=fu6g4hqmgLo&pp=ygUlV2FybSBvbiBhIENocmlzdG1hcyBOaWdodCBIT05ORSBhdWRpbw%3D%3D,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1218,All I Want For Christmas Is You,New Hope Club,Pop,https://www.youtube.com/watch?v=x9DO1QFo7OA&pp=ygUzQWxsIEkgV2FudCBGb3IgQ2hyaXN0bWFzIElzIFlvdSBOZXcgSG9wZSBDbHViIGF1ZGlv,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0
1219,With You This Christmas,Why Don't We,Pop,https://www.youtube.com/watch?v=CaooTrfw_xI&pp=ygUqV2l0aCBZb3UgVGhpcyBDaHJpc3RtYXMgV2h5IERvbid0IFdlIGF1ZGlv,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0
1220,You Make It Feel Like Christmas (Feat. Blake Shelton),Gwen Stefani,Pop,https://www.youtube.com/watch?v=uA4STm4hx7Q&pp=ygVIWW91IE1ha2UgSXQgRmVlbCBMaWtlIENocmlzdG1hcyAoRmVhdC4gQmxha2UgU2hlbHRvbikgR3dlbiBTdGVmYW5pIGF1ZGlv,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1221,Count on Christmas,Bebe Rexha,Pop,https://www.youtube.com/watch?v=rV7X4kyD48o&pp=ygUjQ291bnQgb24gQ2hyaXN0bWFzIEJlYmUgUmV4aGEgYXVkaW8%3D,,,,,,,,,,,,,,,
1222,Loneliest Time Of Year,Mabel,Pop,https://www.youtube.com/watch?v=7PbkUUccZGQ&pp=ygUiTG9uZWxpZXN0IFRpbWUgT2YgWWVhciBNYWJlbCBhdWRpbw%3D%3D,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1223,Christmas Lights,Coldplay,Pop,https://www.youtube.com/watch?v=kDPikoBN-lA&pp=ygUfQ2hyaXN0bWFzIExpZ2h0cyBDb2xkcGxheSBhdWRpbw%3D%3D,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1224,Baby It's Cold Outside (with Michael Bublé),Michael Buble,Pop,https://www.youtube.com/watch?v=6bbuBubZ1yE&pp=ygVAQmFieSBJdCdzIENvbGQgT3V0c2lkZSAod2l0aCBNaWNoYWVsIEJ1YmzDqSkgTWljaGFlbCBCdWJsZSBhdWRpbw%3D%3D,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1
1225,Kiss You This Christmas,Why Don't We,Pop,https://www.youtube.com/watch?v=VTVLcK2zybM&pp=ygUqS2lzcyBZb3UgVGhpcyBDaHJpc3RtYXMgV2h5IERvbid0IFdlIGF1ZGlv,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0
1226,My Kind Of Present,Meghan Trainor,Pop,https://www.youtube.com/watch?v=zTe5v7ae6-U&pp=ygUnTXkgS2luZCBPZiBQcmVzZW50IE1lZ2hhbiBUcmFpbm9yIGF1ZGlv,,,,,,,,,,,,,,,
1227,My Only Wish (feat. Christopher),Jubel,Pop,https://www.youtube.com/watch?v=3tOJC27TLNo&pp=ygUsTXkgT25seSBXaXNoIChmZWF0LiBDaHJpc3RvcGhlcikgSnViZWwgYXVkaW8%3D,,,,,,,,,,,,,,,
1228,Naughty List,Dixie,Pop,https://www.youtube.com/watch?v=a_N3Wkk6bxY&pp=ygUYTmF1Z2h0eSBMaXN0IERpeGllIGF1ZGlv,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1229,I Want That,(여자)아이들,Pop,https://www.youtube.com/watch?v=I-MSW-w5WUI&pp=ygUjSSBXYW50IFRoYXQgKOyXrOyekCnslYTsnbTrk6QgYXVkaW8%3D,,,,,,,,,,,,,,,
1230,Here With Me,d4vd,Pop,https://www.youtube.com/watch?v=B7Y4LHbpXv0&pp=ygUXSGVyZSBXaXRoIE1lIGQ0dmQgYXVkaW8%3D,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1231,vampire,Olivia Rodrigo,Pop,https://www.youtube.com/watch?v=RXdABv5O4qc&pp=ygUcdmFtcGlyZSBPbGl2aWEgUm9kcmlnbyBhdWRpbw%3D%3D,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
1232,Overdrive,Post Malone,Pop,https://www.youtube.com/watch?v=hggjZ-FGGkw&pp=ygUbT3ZlcmRyaXZlIFBvc3QgTWFsb25lIGF1ZGlv,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1233,Rush,Troye Sivan,Pop,https://www.youtube.com/watch?v=U8rGEOlWeVk&pp=ygUWUnVzaCBUcm95ZSBTaXZhbiBhdWRpbw%3D%3D,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1234,Chemical,Post Malone,Pop,https://www.youtube.com/watch?v=D2HMHH6sRBY&pp=ygUaQ2hlbWljYWwgUG9zdCBNYWxvbmUgYXVkaW8%3D,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1235,Señorita,Camila Cabello,Pop,https://www.youtube.com/watch?v=xq866Q7GUlc&pp=ygUeU2XDsW9yaXRhIENhbWlsYSBDYWJlbGxvIGF1ZGlv,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1236,Bad Boy,Christopher,Pop,https://www.youtube.com/watch?v=utH1Yxx5Fvo&pp=ygUZQmFkIEJveSBDaHJpc3RvcGhlciBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
1237,HandClap,Fitz &amp; The Tantrums,Pop,https://www.youtube.com/watch?v=Y2V6yjjPbX0&pp=ygUOSGFuZENsYXAgRml0eiA%3D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1238,Expectations,(여자)아이들,Pop,https://www.youtube.com/watch?v=jrt4iWhofPA&pp=ygUkRXhwZWN0YXRpb25zICjsl6zsnpAp7JWE7J2065OkIGF1ZGlv,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1
1239,Call Me Maybe,Carly Rae Jepsen,Pop,https://www.youtube.com/watch?v=eHx--ZtG_Ds&pp=ygUkQ2FsbCBNZSBNYXliZSBDYXJseSBSYWUgSmVwc2VuIGF1ZGlv,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1240,Mad at Disney,salem ilese,Pop,https://www.youtube.com/watch?v=0VBEgFQZH-w&pp=ygUfTWFkIGF0IERpc25leSBzYWxlbSBpbGVzZSBhdWRpbw%3D%3D,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1
1241,If We Ever Broke Up,Mae Stephens,Pop,https://www.youtube.com/watch?v=qnZ5sMeeONI&pp=ygUmSWYgV2UgRXZlciBCcm9rZSBVcCBNYWUgU3RlcGhlbnMgYXVkaW8%3D,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
1242,Eyes Closed,Ed Sheeran,Pop,https://www.youtube.com/watch?v=myZistq5lRM&pp=ygUcRXllcyBDbG9zZWQgRWQgU2hlZXJhbiBhdWRpbw%3D%3D,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
1243,Dance The Night,Dua Lipa,Pop,https://www.youtube.com/watch?v=84-awbiPzDE&pp=ygUeRGFuY2UgVGhlIE5pZ2h0IER1YSBMaXBhIGF1ZGlv,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1244,pick up the phone,Henry Moodie,Pop,https://www.youtube.com/watch?v=BIJHrjMajXc&pp=ygUkcGljayB1cCB0aGUgcGhvbmUgSGVucnkgTW9vZGllIGF1ZGlv,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
1245,I'm Yours,Jason Mraz,Pop,https://www.youtube.com/watch?v=hxTopOuj01k&pp=ygUaSSdtIFlvdXJzIEphc29uIE1yYXogYXVkaW8%3D,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0
1246,My Stupid Heart (Kids Version),Luminati Suns,Pop,https://www.youtube.com/watch?v=1UJpFahphko&pp=ygUyTXkgU3R1cGlkIEhlYXJ0IChLaWRzIFZlcnNpb24pIEx1bWluYXRpIFN1bnMgYXVkaW8%3D,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
1247,Barbie Dreams (feat. Kaliii),FIFTY FIFTY,Pop,https://www.youtube.com/watch?v=pfZjylInCwg&pp=ygUuQmFyYmllIERyZWFtcyAoZmVhdC4gS2FsaWlpKSBGSUZUWSBGSUZUWSBhdWRpbw%3D%3D,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1248,"Angel Pt. 2 (Feat. JVKE, Charlie Puth, Muni Long)",Fast &amp; Furious: The Fast Saga,Pop,https://www.youtube.com/watch?v=V3UVnMBKnpI&pp=ygU3QW5nZWwgUHQuIDIgKEZlYXQuIEpWS0UsIENoYXJsaWUgUHV0aCwgTXVuaSBMb25nKSBGYXN0IA%3D%3D,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
1249,24K Magic,Bruno Mars,Pop,https://www.youtube.com/watch?v=f9imDgsjxXc&pp=ygUaMjRLIE1hZ2ljIEJydW5vIE1hcnMgYXVkaW8%3D,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1250,Marvin Gaye (Feat. Meghan Trainor),Charlie Puth,Pop,https://www.youtube.com/watch?v=4hC0jy2HtZ4&pp=ygU1TWFydmluIEdheWUgKEZlYXQuIE1lZ2hhbiBUcmFpbm9yKSBDaGFybGllIFB1dGggYXVkaW8%3D,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1251,Lilith (Diablo IV Anthem),SUGA,Pop,https://www.youtube.com/watch?v=7RXVQCwg52g&pp=ygUkTGlsaXRoIChEaWFibG8gSVYgQW50aGVtKSBTVUdBIGF1ZGlv,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1
1252,Loser,Charlie Puth,Pop,https://www.youtube.com/watch?v=T_wUb9NyPN8&pp=ygUYTG9zZXIgQ2hhcmxpZSBQdXRoIGF1ZGlv,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1253,Hold On Tight,aespa,Pop,https://www.youtube.com/watch?v=fvtzZFhrKLE&pp=ygUZSG9sZCBPbiBUaWdodCBhZXNwYSBhdWRpbw%3D%3D,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0
1254,Know Me Too Well,Danna Paola,Pop,https://www.youtube.com/watch?v=edsx_MOhVnk&pp=ygUiS25vdyBNZSBUb28gV2VsbCBEYW5uYSBQYW9sYSBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
1255,Mourning,Post Malone,Pop,https://www.youtube.com/watch?v=U2Ww0iPEet4&pp=ygUaTW91cm5pbmcgUG9zdCBNYWxvbmUgYXVkaW8%3D,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
1256,Ring Pop,Jax,Pop,https://www.youtube.com/watch?v=8EV1lZM-aGs&pp=ygUSUmluZyBQb3AgSmF4IGF1ZGlv,,,,,,,,,,,,,,,
1257,cheap sunglasses,John K,Pop,https://www.youtube.com/watch?v=ZbPir0si4so&pp=ygUdY2hlYXAgc3VuZ2xhc3NlcyBKb2huIEsgYXVkaW8%3D,,,,,,,,,,,,,,,
1258,how deep?,Tai Verdes,Pop,https://www.youtube.com/watch?v=9M8fEfJTV1k&pp=ygUaaG93IGRlZXA_IFRhaSBWZXJkZXMgYXVkaW8%3D,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1259,Paper Plane,Peder Elias,Pop,https://www.youtube.com/watch?v=YbqZsvWC2lU&pp=ygUdUGFwZXIgUGxhbmUgUGVkZXIgRWxpYXMgYXVkaW8%3D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1260,Anti-Hero,Taylor Swift,Pop,https://www.youtube.com/watch?v=XqN2qFvY64U&pp=ygUcQW50aS1IZXJvIFRheWxvciBTd2lmdCBhdWRpbw%3D%3D,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1261,How Do I Say Goodbye,Dean Lewis,Pop,https://www.youtube.com/watch?v=8zna5gSQ7xI&pp=ygUlSG93IERvIEkgU2F5IEdvb2RieWUgRGVhbiBMZXdpcyBhdWRpbw%3D%3D,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
1262,sheluvme,Tai Verdes,Pop,https://www.youtube.com/watch?v=vUJtxFYLVVQ&pp=ygUZc2hlbHV2bWUgVGFpIFZlcmRlcyBhdWRpbw%3D%3D,,,,,,,,,,,,,,,
1263,Shivers,Ed Sheeran,Pop,https://www.youtube.com/watch?v=z2_Lrg6rRks&pp=ygUYU2hpdmVycyBFZCBTaGVlcmFuIGF1ZGlv,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1264,I'm Not Here To Make Friends,Calvin Harris,Pop,https://www.youtube.com/watch?v=QPtdzrrLP0o&pp=ygUwSSdtIE5vdCBIZXJlIFRvIE1ha2UgRnJpZW5kcyBDYWx2aW4gSGFycmlzIGF1ZGlv,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1265,Talking To Myself (demo),Lauv,Pop,https://www.youtube.com/watch?v=iwh8M6GrqKU&pp=ygUjVGFsa2luZyBUbyBNeXNlbGYgKGRlbW8pIExhdXYgYXVkaW8%3D,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1266,World's Smallest Violin,AJR,Pop,https://www.youtube.com/watch?v=PEnJbjBuxnw&pp=ygUhV29ybGQncyBTbWFsbGVzdCBWaW9saW4gQUpSIGF1ZGlv,,,,,,,,,,,,,,,
1267,Before You,Benson Boone,Pop,https://www.youtube.com/watch?v=pdxXAPI-dVg&pp=ygUdQmVmb3JlIFlvdSBCZW5zb24gQm9vbmUgYXVkaW8%3D,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1268,VICIOUS,Thomas Day,Pop,https://www.youtube.com/watch?v=aaViuLcHLVw&pp=ygUYVklDSU9VUyBUaG9tYXMgRGF5IGF1ZGlv,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1269,Me Too,Meghan Trainor,Pop,https://www.youtube.com/watch?v=bSeWFJqAwmo&pp=ygUbTWUgVG9vIE1lZ2hhbiBUcmFpbm9yIGF1ZGlv,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1
1270,don't miss me,Claire Rosinkranz,Pop,https://www.youtube.com/watch?v=nfsWdOvtkSU&pp=ygUlZG9uJ3QgbWlzcyBtZSBDbGFpcmUgUm9zaW5rcmFueiBhdWRpbw%3D%3D,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1271,Photograph,Ed Sheeran,Rock_Overseas,https://www.youtube.com/watch?v=zLCL_Y-XT8s&pp=ygUbUGhvdG9ncmFwaCBFZCBTaGVlcmFuIGF1ZGlv,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
1272,Circles,Post Malone,Rock_Overseas,https://www.youtube.com/watch?v=pQV0WEdT_OE&pp=ygUZQ2lyY2xlcyBQb3N0IE1hbG9uZSBhdWRpbw%3D%3D,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1273,Viva La Vida,Coldplay,Rock_Overseas,https://www.youtube.com/watch?v=nriT7mT48pw&pp=ygUbVml2YSBMYSBWaWRhIENvbGRwbGF5IGF1ZGlv,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1274,Thinking Out Loud,Ed Sheeran,Rock_Overseas,https://www.youtube.com/watch?v=WpyfrixXBqU&pp=ygUiVGhpbmtpbmcgT3V0IExvdWQgRWQgU2hlZXJhbiBhdWRpbw%3D%3D,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0
1275,Don't Look Back In Anger,Oasis,Rock_Overseas,https://www.youtube.com/watch?v=hY4Ghu1-YLs&pp=ygUkRG9uJ3QgTG9vayBCYWNrIEluIEFuZ2VyIE9hc2lzIGF1ZGlv,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1276,My Love Mine All Mine,Mitski,Rock_Overseas,https://www.youtube.com/watch?v=CwGbMYLjIpQ&pp=ygUiTXkgTG92ZSBNaW5lIEFsbCBNaW5lIE1pdHNraSBhdWRpbw%3D%3D,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1277,Lucky (Feat. Colbie Caillat),Jason Mraz,Rock_Overseas,https://www.youtube.com/watch?v=lbOnFZC9V6w&pp=ygUtTHVja3kgKEZlYXQuIENvbGJpZSBDYWlsbGF0KSBKYXNvbiBNcmF6IGF1ZGlv,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1278,Legends Never Die,Against The Current,Rock_Overseas,https://www.youtube.com/watch?v=4Q46xYqUwZQ&pp=ygUrTGVnZW5kcyBOZXZlciBEaWUgQWdhaW5zdCBUaGUgQ3VycmVudCBhdWRpbw%3D%3D,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1279,Dancing In The Moonlight,Toploader,Rock_Overseas,https://www.youtube.com/watch?v=GSWcy-bx_lg&pp=ygUoRGFuY2luZyBJbiBUaGUgTW9vbmxpZ2h0IFRvcGxvYWRlciBhdWRpbw%3D%3D,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0
1280,Counting Stars,OneRepublic,Rock_Overseas,https://www.youtube.com/watch?v=4Afc3DyirHM&pp=ygUgQ291bnRpbmcgU3RhcnMgT25lUmVwdWJsaWMgYXVkaW8%3D,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1
1281,The Last Of The Real Ones,Fall Out Boy,Rock_Overseas,https://www.youtube.com/watch?v=gkADvEzI4JM&pp=ygUsVGhlIExhc3QgT2YgVGhlIFJlYWwgT25lcyBGYWxsIE91dCBCb3kgYXVkaW8%3D,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1
1282,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,Rock_Overseas,https://www.youtube.com/watch?v=OKm43AE1jio&pp=ygU4U3RlcmVvIEhlYXJ0cyAoZmVhdC4gQWRhbSBMZXZpbmUpIEd5bSBDbGFzcyBIZXJvZXMgYXVkaW8%3D,,,,,,,,,,,,,,,
1283,Lucky Strike,Maroon 5,Rock_Overseas,https://www.youtube.com/watch?v=EBk-o5Rg5Ck&pp=ygUbTHVja3kgU3RyaWtlIE1hcm9vbiA1IGF1ZGlv,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1
